START TABLE: nozzle_npm
START METADATA:
table_name	field_name	is_identity	user_type_id	type_name	precision
NOZZLE_NPM	REPORT_ID	0	108	numeric	38
NOZZLE_NPM	LOT	0	231	nvarchar	0
NOZZLE_NPM	STAGE	0	108	numeric	38
NOZZLE_NPM	TPROD	0	108	numeric	38
NOZZLE_NPM	HEAD	0	231	nvarchar	0
NOZZLE_NPM	NCADD	0	108	numeric	38
NOZZLE_NPM	NHADD	0	108	numeric	38
NOZZLE_NPM	TCNT	0	108	numeric	38
NOZZLE_NPM	TMISS	0	108	numeric	38
NOZZLE_NPM	RMISS	0	108	numeric	38
NOZZLE_NPM	HMISS	0	108	numeric	38
NOZZLE_NPM	BOARD	0	108	numeric	38
NOZZLE_NPM	NOZZLENUM	0	231	nvarchar	0
NOZZLE_NPM	NBLKCODE	0	231	nvarchar	0
NOZZLE_NPM	NBLKSERIAL	0	231	nvarchar	0
NOZZLE_NPM	FMISS	0	108	numeric	38
NOZZLE_NPM	MMISS	0	108	numeric	38
NOZZLE_NPM	PLACE_COUNT	0	108	numeric	38
NOZZLE_NPM	TRSMISS	0	108	numeric	38
NOZZLE_NPM	TIMESTAMP	0	108	numeric	38
END METADATA:
START DATA:
REPORT_ID	LOT	STAGE	TPROD	HEAD	NCADD	NHADD	TCNT	TMISS	RMISS	HMISS	BOARD	NOZZLENUM	NBLKCODE	NBLKSERIAL	FMISS	MMISS	PLACE_COUNT	TRSMISS	TIMESTAMP
END DATA:
END TABLE: nozzle_npm
