START TABLE: panel_placement_details
START METADATA:
table_name	field_name	is_identity	user_type_id	type_name	precision
PANEL_PLACEMENT_DETAILS	PANEL_PLACEMENT_ID	0	108	numeric	38
PANEL_PLACEMENT_DETAILS	REEL_ID	0	108	numeric	38
PANEL_PLACEMENT_DETAILS	NC_PLACEMENT_ID	0	108	numeric	38
PANEL_PLACEMENT_DETAILS	PATTERN_NO	0	108	numeric	38
PANEL_PLACEMENT_DETAILS	Z_NUM	0	108	numeric	38
PANEL_PLACEMENT_DETAILS	PU_NUM	0	231	nvarchar	0
PANEL_PLACEMENT_DETAILS	PART_NO	0	262	udt_part_no	0
PANEL_PLACEMENT_DETAILS	CUSTOM_AREA1	0	264	udt_lot_no	0
PANEL_PLACEMENT_DETAILS	CUSTOM_AREA2	0	263	udt_vendor_no	0
PANEL_PLACEMENT_DETAILS	CUSTOM_AREA3	0	231	nvarchar	0
PANEL_PLACEMENT_DETAILS	CUSTOM_AREA4	0	262	udt_part_no	0
PANEL_PLACEMENT_DETAILS	REF_DESIGNATOR	0	231	nvarchar	0
PANEL_PLACEMENT_DETAILS	PREPICKUP_LOT	0	231	nvarchar	0
PANEL_PLACEMENT_DETAILS	PREPICKUP_STS	0	56	int	10
PANEL_PLACEMENT_DETAILS	PATTERN_IDNUM	0	108	numeric	38
PANEL_PLACEMENT_DETAILS	PATTERN_BARCODE	0	231	nvarchar	0
PANEL_PLACEMENT_DETAILS	PATTERN_DESIGNATOR	0	231	nvarchar	0
END METADATA:
START DATA:
PANEL_PLACEMENT_ID	REEL_ID	NC_PLACEMENT_ID	PATTERN_NO	Z_NUM	PU_NUM	PART_NO	CUSTOM_AREA1	CUSTOM_AREA2	CUSTOM_AREA3	CUSTOM_AREA4	REF_DESIGNATOR	PREPICKUP_LOT	PREPICKUP_STS	PATTERN_IDNUM	PATTERN_BARCODE	PATTERN_DESIGNATOR
END DATA:
END TABLE: panel_placement_details
